# mgf_spectrum_id,mgf_inchikey,mgf_smiles,mibig_id,mibig_name,mibig_inchi,mibig_smiles
CCMSLIB00000001552,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O,BGC0001000,Hectochlorin,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O
CCMSLIB00004698925,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698926,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698927,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698928,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698929,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698930,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698931,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698932,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698933,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698934,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698935,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698936,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698937,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004698938,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
CCMSLIB00004700340,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700341,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700342,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700343,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700344,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700345,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700346,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700347,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700348,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700349,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700350,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700351,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700352,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700353,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004700354,MQYXUWHLBZFQQO-KIIHVYTKSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004702275,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702275,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702276,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702276,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702277,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702277,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702278,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702278,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702279,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702279,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702280,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702280,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702281,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702281,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702282,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702282,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702283,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702283,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702284,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702284,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702285,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702285,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702286,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702286,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702287,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702287,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702288,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702288,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702289,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702289,RHMXXJGYXNZAPX-UHFFFAOYSA-N,N/A,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00004702356,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702356,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702357,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702357,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702358,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702358,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702359,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702359,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702360,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702360,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702361,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702361,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702362,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702362,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702363,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702363,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702364,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702364,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702365,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702365,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702366,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702366,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702367,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702367,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702368,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702368,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702369,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702369,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702370,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0000104,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702370,HPNSFSBZBAHARI-RUDMXATFSA-N,N/A,BGC0001677,mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCMSLIB00004702875,NLVFBUXFDBBNBW-PBSUHMDJSA-N,N/A,BGC0000719,tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
CCMSLIB00004702875,NLVFBUXFDBBNBW-PBSUHMDJSA-N,N/A,BGC0000720,tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
CCMSLIB00004702875,NLVFBUXFDBBNBW-PBSUHMDJSA-N,N/A,BGC0000721,tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
CCMSLIB00004702876,NLVFBUXFDBBNBW-PBSUHMDJSA-N,N/A,BGC0000719,tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
CCMSLIB00004702876,NLVFBUXFDBBNBW-PBSUHMDJSA-N,N/A,BGC0000720,tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
CCMSLIB00004702876,NLVFBUXFDBBNBW-PBSUHMDJSA-N,N/A,BGC0000721,tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
