compound_name	class:subclass	as_classes	smiles	inchi_key	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class	npc_superclass	npc_pathway	npc_isglycoside
BGC0001512_BE-24566B	Polyketide:	T2PKS	CC1=CC(O)=CC2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C=C(O)C=C4O)C(C)(C)C1=C3)O2	MDUGEFRGUDVHQH-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Naphthopyrans	Naphthopyranones	Naphthopyranones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0001513_anthrabenzoxocinone	Polyketide:	T2PKS	CC1=CC(=CC2=C1[C@@H]3C4=C(C[C@@](O3)(O2)C)C=C5C(=C4O)C(=O)C6=C(C=C(C=C6C5(C)C)O)O)O	MDUGEFRGUDVHQH-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Naphthopyrans	Naphthopyranones	Naphthopyranones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0001514_aristeromycin	Other:		NC1=NC=NC2=C1N=CN2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O	UGRNVLGKAGREKS-UHFFFAOYSA-N	Organic compounds	Nucleosides, nucleotides, and analogues	Nucleoside and nucleotide analogues	Cyclopentyl nucleosides	1,3-substituted cyclopentyl purine nucleosides	Purine nucleos(t)ides	Nucleosides	Carbohydrates	0
BGC0001516_aspergillic acid	NRP:	NRPS-like	CCC(C)C1=CN=C(C(=O)N1O)CC(C)C	IUZCDJYHMMWBBE-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Diazines	Pyrazines	Pyrazines	Pyrazine and Piperazine alkaloids	Tetramate alkaloids; Peptide alkaloids	Alkaloids; Amino acids and Peptides	0
BGC0001517_asperphenamate	NRP:	NRPS	C1=CC=C(C=C1)C[C@@H](COC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4	CVULDJMCSSACEO-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Phenylalanine and derivatives			Alkaloids	0
BGC0001518_astellolide A	Terpene:	NRPS	[H][C@@]12[C@@H](CC3=C(COC3=O)[C@@]1(COC(C)=O)CCC[C@]2(C)COC(C)=O)OC(=O)C1=CC=CC=C1	ISPOIRCRAAHBEV-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Naphthofurans		Naphthofurans	Drimane sesquiterpenoids	Sesquiterpenoids	Terpenoids	0
BGC0001519_aurantimycin A	NRP:,Polyketide:	NRPS,other,T1PKS	COC[C@@H]1N(O)C(=O)[C@H]2CCCNN2C(=O)[C@@H](NC(=O)[C@](C)(O)[C@]2(O)CC[C@@H](CC(C)C)[C@H](C)O2)[C@@H](OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC1=O)C(C)C	JSVPJXYQXDNLRD-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	1
BGC0001520_aurantinin B	Polyketide:	transAT-PKS-like,transAT-PKS,PKS-like	CC(CC(O)C(C)C(O)=O)C\C(C)=C\C=C\C=C\C1C(C)=CC2C(CCC(C)C2O[C@H]2O[C@@H](C)[C@H](O)C(=O)[C@@H]2O)C2\C1=C1\C(C)C(O)C\C\1=C(C)\C(=O)OC2=O	MPPYMLNQFAPEHU-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	Hydroxyeicosatrienoic acids			Polyketides	1
BGC0001521_auriculamide	NRP:		CC[C@H](C)[C@H](O)C(=O)N[C@@H](CC1=CC(Cl)=C(O)C=C1)C(=O)CC	GQUNWFSEBZMTLB-UHFFFAOYSA-N	Organic compounds	Benzenoids	Benzene and substituted derivatives	Phenethylamines	Amphetamines and derivatives	Simple amide alkaloids	Peptide alkaloids	Alkaloids	0
BGC0001523_azalomycin F3a	Polyketide:	T1PKS	CC(CCC\C=C\CCCNC(N)=N)C1OC(=O)\C(C)=C/C=C\C(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(O)C2O)CC(CC(O)CC(O)CC(O)\C(C)=C/C=C\C1C)OC(=O)CC(O)=O	UVUPYXTUQSCQRV-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Macrolide lactones	Macrolides	Polyketides	1
BGC0001525_bartoloside 2	Other:	resorcinol	CCCCCCCCCC(Cl)CCCCCc2cc(OC1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O)c(CCCCCC(Cl)CCCCCC)c(O)c2C3OC[C@H](O)[C@@H](O)[C@@H]3O	RVFXECPBKXNNPT-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Phenolic glycosides	Dialkylresorcinols	Alkylresorsinols	Polyketides	1
BGC0001525_bartoloside 3	Other:	resorcinol	CCCCCCCCCCCCc2c(O)c(C1OC[C@H](O)[C@@H](O)[C@@H]1O)c(CCCCCC(Cl)CCCCCCCCC)cc2OC3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O	HCBVATPLVALITE-UHFFFAOYSA-N						Dialkylresorcinols	Alkylresorsinols	Polyketides	1
BGC0001525_bartoloside 4	Other:	resorcinol	CCCCCCCCCC(Cl)CCCCCc2c(Cl)c(OC1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O)c(CCCCCC(Cl)CCCCCC)c(O)c2C3OC[C@H](O)[C@@H](O)[C@@H]3O	BRMPFHRPTFWBOB-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Phenolic glycosides	Dialkylresorcinols	Alkylresorsinols	Polyketides	1
BGC0001527_basidioferrin	Other:	NRPS	CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)O	URZSBXLQDOXBNC-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides			Amino acids and Peptides	0
BGC0001530_bicyclomycin	Other:	CDPS	[H][C@](O)([C@@](C)(O)CO)[C@@]12NC(=O)[C@@](O)(NC1=O)C(=C)CCO2	WOUDXEYYJPOSNE-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Tertiary alcohols			Alkaloids	0
BGC0001531_bisucaberin B	Other:	siderophore	NCCCCCNC(=O)CCC(=O)N(O)CCCCCN(O)C(=O)CCC(O)=O	WYJBRAYCUYLRLL-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines	Fatty amides	Fatty acids	0
BGC0001532_bogorol A	NRP:	NRPS	[H][C@](NC(=O)[C@@H](CCCN)NC(=O)C(CC(C)C)NC(=O)C(\NC(=O)[C@@H](O)[C@@H](C)CC)=C/C)([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(C)C	OUGJGNKKLVPBBE-UHFFFAOYSA-N	Organic compounds	Organic Polymers	Polypeptides		Polypeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001533_borrelidin	Polyketide:		[H][C@]1(CCC[C@H]1C(O)=O)[C@]1([H])C\C=C\C=C(C#N)/[C@H](O)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O1	OJCKRNPLOZHAOU-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues		Macrolides	Polyketides	0
BGC0001537_butyrolactol A	Polyketide:	T1PKS	CC(CC=CC=CCCC=CC=CCCC(C)(C)C)C(O)C(O)C(O)C(O)C(O)C1OC(=O)C(O)C1O	YHNIVBVCOOBXOO-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	Fatty alcohols	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0001538_caboxamycin	NRP:,Polyketide:	PKS-like	OC(=O)C1=CC=CC2=C1N=C(O2)C1=C(O)C=CC=C1	CRLJZJZGYIYVSO-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Azoles	Oxazoles	Phenyl-1,3-oxazoles	Macrolide lactones	Macrolides	Polyketides	0
BGC0001540_CC-1065	Other:		CC1=CNC2=C1[C@@]34C[C@@H]3CN(C4=CC2=O)C(=O)C5=CC6=C7CCN(C7=C(C(=C6N5)OC)O)C(=O)C8=CC9=C1CCN(C1=C(C(=C9N8)OC)O)C(=O)N	UOWVMDUEMSNCAV-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Pyrroloindoles	Pyrroloindoles	Carboline alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0001541_cercosporin	Polyketide:	T1PKS	COC1=C(C[C@H](C)O)C2=C3C(C[C@H](C)O)=C(OC)C(=O)C4=C3C3=C(OCOC5=C3C2=C(C(O)=C5)C1=O)C=C4O	DGAZLNHJYDOWLG-UHFFFAOYSA-N	Organic compounds	Benzenoids	Perylenequinones		Perylenequinones	Bisnaphthalenes	Naphthalenes	Polyketides	0
BGC0001542_cercosporin	Polyketide:	T1PKS	C[C@H](CC1=C(C(=C2C(=O)C=C3C4=C5C(=CC(=O)C6=C(C(=C(C(=C56)C1=C42)C[C@@H](C)O)OC)O)OCO3)O)OC)O	MXLWQNCWIIZUQT-UHFFFAOYSA-N	Organic compounds	Benzenoids	Perylenequinones		Perylenequinones	Bisnaphthalenes	Naphthalenes	Polyketides	0
BGC0001543_chejuenolide A	Polyketide:	transAT-PKS,NRPS-like	C[C@@H]1[C@@H](NC(C)=O)\C=C(/C)\C=C\[C@H](O)C\C=C(/C)\C=C\[C@@H](O)C\C=C(C)\C1=O	UTURGGMCWRWPTG-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Acetamides	Cembrane diterpenoids	Diterpenoids	Terpenoids	0
BGC0001543_chejuenolide B	Polyketide:	transAT-PKS,NRPS-like	C[C@H]1[C@@H](NC(C)=O)\C=C(/C)\C=C\[C@H](O)C\C=C(/C)\C=C\[C@@H](O)C\C=C(C)\C1=O	UTURGGMCWRWPTG-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Acetamides	Cembrane diterpenoids	Diterpenoids	Terpenoids	0
BGC0001544_chlorflavonin	NRP:,Polyketide:	T1PKS,NRPS-like	COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=C(C(=CC=C3)Cl)O)OC)OC	JLSQXYITDXJTKL-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	8-O-methylated flavonoids	Flavonols	Flavonoids	Shikimates and Phenylpropanoids	0
BGC0001545_chrysogine	NRP:	NRPS	C[C@H](O)C1=NC2=C(C=CC=C2)C(=O)N1	BMBSGGZMJQTQSO-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Diazanaphthalenes	Benzodiazines	Quinazolines	Quinazoline alkaloids	Anthranilic acid alkaloids	Alkaloids	0
BGC0001546_chuangxinmycin	Alkaloid:	bacteriocin	C[C@@H]1[C@@H](SC2=CC=CC3=C2C1=CN3)C(=O)O	DKHFLDXCKWDVMF-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	3-alkylindoles	Simple indole alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0001547_citreohybridonol	Terpene:		CC1=C[C@H]2[C@](C[C@H]3C4[C@]2(CC[C@@H](C4(C)C)OC(=O)C)C(=O)O3)([C@]5([C@@]1(C(=C(C5=O)C)O)C)C(=O)OC)C	MYLOBISKHDRNEW-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	Steroid esters	Tetraketide meroterpenoids	Meroterpenoids	Polyketides; Terpenoids	0
BGC0001548_citrulassin A	RiPP:	lassopeptide	C[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N1)CC(C)C)CC(C)C)CC(C)C)C(=O)N[C@@H](CCCNC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)O)CC(=O)N	JYSBHGIINWQTOH-UHFFFAOYSA-N						Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001553_clifednamide A	NRP:,Polyketide:	T1PKS,NRPS	C[C@@H]1C[C@@H]2[C@H]3C[C@H]4/C=C/C(=C5C(=O)[C@H](CCCNC(=O)/C=C/C[C@@H]4[C@H]3C=C[C@H]2[C@@H]1C(=O)C)NC5=O)O	RKXLUXSTSOYJOS-UHFFFAOYSA-N						Macrocyclic tetramic acids	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0001554_coenzyme F430	Other:		C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7\[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]	QFGKGCZCUVIENT-UHFFFAOYSA-M	Organic compounds	Organoheterocyclic compounds	Tetrapyrroles and derivatives		Tetrapyrroles and derivatives			Alkaloids	0
BGC0001557_cornexistin	Polyketide:	NRPS-like	CCC[C@H]1[C@H](C(=O)C[C@H](/C(=C/C)/CC2=C1C(=O)OC2=O)O)O	ILMHTGUGRLGMCR-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Dihydrofurans	Furanones	Butenolides	Nonadrides	Cyclic polyketides	Polyketides	0
BGC0001558_cosmomycin C	Polyketide:	T2PKS,oligosaccharide,PKS-like	CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C(O)=C2[C@H]1O[C@H]1C[C@@H]([C@H](O[C@H]2CC[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O2)[C@H](C)O1)N(C)C)C(=O)C1=C(C(O)=CC=C1)C3=O	JRCMJKKALYUURJ-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Anthracyclines		Anthracyclines	Anthracyclines	Polycyclic aromatic polyketides	Polyketides	1
BGC0001559_crocagin A	RiPP:	T1PKS,NRPS	CC[C@H](C)[C@@H](C(=O)N[C@H]1[C@H](N2c3ccccc3[C@@H]4[C@H]2N(C1=O)[C@@H]([C@H]4OC(=O)N)C(=O)O)c5ccc(cc5)O)NC	BTGPHAKJMVXQIM-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids and derivatives			Alkaloids; Amino acids and Peptides	0
BGC0001559_crocagin B	RiPP:	T1PKS,NRPS	CN[C@@H]([C@@H](CC)C)C(NC(C(N([C@@]1([H])N2c3ccccc3[C@@]41[H])[C@@H]([C@H]4OC(N)=O)C(O)=O)=O)=C2c5ccc(O)cc5)=O	VJSALQKIBNEDBI-UHFFFAOYSA-N								Alkaloids; Amino acids and Peptides	0
BGC0001560_cryptomaldamide	NRP:,Polyketide:	NRPS,T1PKS	CC(C)[C@@H](/C=C(\C)/C(=O)O)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N=C(N)N	FUCBQNSQRCPSGC-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides; Tripeptides	Small peptides	Amino acids and Peptides	0
BGC0001561_curacomycin	NRP:	NRPS	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	CUXAULQHGRSWLF-UHFFFAOYSA-N						Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001562_curacomycin	NRP:	betalactone,NRPS	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	CUXAULQHGRSWLF-UHFFFAOYSA-N						Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001563_curvupallide-B	NRP:,Polyketide:	T1PKS,NRPS	CON1C(=C)C2=C([C@H](O)[C@@H](O)[C@@H](O2)\C=C\C=C\C)C1=O	MCGMBKWXTCCVNV-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyrrolines		Pyrrolines	Miscellaneous alkaloids	Miscellaneous alkaloids	Alkaloids	0
BGC0001565_cyclosporin C	NRP:	NRPS,T1PKS	C/C=C/C[C@@H](C)[C@H]([C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)[C@@H](C)O)O	JTOKYIBTLUQVQV-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Peptoid-peptide hybrids	Cyclosporins	Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001566_cylindrocyclophane	Polyketide:	T1PKS,T3PKS,PKS-like	CCCC[C@@H]1CCCC[C@H]([C@@H](C2=CC(=C([C@@H](CCCC[C@H]([C@@H](C3=CC(=C1C(=C3)O)O)O)C)CCCC)C(=C2)O)O)O)C	JCKOOZUMKBNWSJ-UHFFFAOYSA-N	Organic compounds	Benzenoids	Phenols	1-hydroxy-4-unsubstituted benzenoids	1-hydroxy-4-unsubstituted benzenoids	Dialkylresorcinols	Alkylresorsinols	Polyketides	0
BGC0001568_cytorhodin	Polyketide:	T2PKS,oligosaccharide,PKS-like	CCC1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C=CC=C4O)O)OC5CC(C(C(O5)C)OC6CCC(C(O6)C)OC7CCC(C(O7)C)O)N(C)C)OC8CC(C(C(O8)C)O)N(C)C	LDUVDGXPXDRENL-UHFFFAOYSA-N						Anthracyclines	Polycyclic aromatic polyketides	Polyketides	1
BGC0001569_dechlorocuracomycin	NRP:	NRPS,betalactone	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	OMJIEOKXBASSMV-UHFFFAOYSA-N						Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001571_demethoxyviridin	Terpene:		C[C@]12[C@@H](CC(=O)C3=COC(=C31)C(=O)C4=C2C=CC5=C4CCC5=O)O	SWJBYJJNDIXFSA-UHFFFAOYSA-N	Organic compounds	Benzenoids	Phenanthrenes and derivatives		Phenanthrenes and derivatives	Androstane steroids	Steroids	Terpenoids	0
BGC0001572_desferrioxamine E	Other:	siderophore	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O	NHKCCADZVLTPPO-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001573_dihydrolysergic acid	Alkaloid:	NRPS	CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)C(=O)O	ORBSYPFBZQJNJE-UHFFFAOYSA-N	Organic compounds	Alkaloids and derivatives	Ergoline and derivatives	Lysergic acids and derivatives	Lysergic acids	Ergot alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0001576_divamide A	RiPP:	lanthipeptide,bacteriocin	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H]2[C@@H](SC[C@H]3C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@H]4[C@@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C@@H](SC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N4)[C@@H](C)O)[C@H](C(=O)O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)C(C)C)C)C(=O)N3)CO)C)NC(=O)[C@H](CCC(=O)O)[N+](C)(C)C)C)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N1)CC5=CC=CC=C5)C)C(C)C	UCUCWKJHBRGGFM-UHFFFAOYSA-O	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	RiPPs-Cyanobactins; RiPPs-Lanthipeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001577_divamide B	RiPP:		CC[C@H](C)[C@H]1C(=O)N[C@H]2CS[C@H]([C@@H]3C(=O)N[C@H]4CS[C@H]([C@H](C(=O)N[C@H](C(=O)N1)C)NC(=O)[C@@H](NC(=O)[C@@H]5CCCN5C(=O)CNC(=O)[C@@H](NC(=O)[C@H](CNCCCC[C@H](NC(=O)[C@@H]([C@@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CO)C)NC(=O)[C@H](CCC(=O)O)[N+](C)(C)C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@H](C(=O)O)O)[C@@H](C)O)C(=O)O)NC4=O)CO)[C@@H](C)CC)C)C	BXUPAXDHRCWPIU-UHFFFAOYSA-O						RiPPs-Cyanobactins; RiPPs-Lanthipeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001578_duclauxin	Polyketide:	T1PKS	COC12C3C(OC(C)=O)C4(COC(=O)C5=C(O)C=C(C)C(C3=O)=C45)C1C(=O)C1=COC(=O)C3=C1C2=C(C)C=C3O	WBQDAYWQELBEPU-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Isocoumarins and derivatives		Isocoumarins and derivatives	Duclauxin and derivatives	Polycyclic aromatic polyketides	Polyketides	0
BGC0001579_duramycin	RiPP:Lanthipeptide	lanthipeptide	C[C@@H]1[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSC[C@H]4C(=O)N[C@@H](CS1)C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@H]([C@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CCC(=O)N)CCCCN)N)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@H](C(=O)O)O)CC(=O)N)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8	SFWLDKQAUHFCBS-UHFFFAOYSA-N	Organic compounds	Organic Polymers	Polypeptides		Polypeptides	RiPPs-Lanthipeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001580_ebelactone	Polyketide:	T1PKS,terpene	CC[C@@H](C)[C@H]([C@H](C)C(=O)[C@H](C)/C=C(\C)/C[C@H](C)[C@H]1[C@@H](C(=O)O1)C)O	WOISDAHQBUYEAF-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene lactones	Terpene lactones	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0001582_ecumicin	NRP:	NRPS,other,lanthipeptide	[H][C@]1(NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=CC=CC(OC)=C23)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@]([H])([C@@H](C)O)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@@H](C)OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C(C)C)[C@H](O)C1=CC=CC=C1	NFPKVSAWAVSWGF-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001583_emodin	Polyketide:	T1PKS	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	RHMXXJGYXNZAPX-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes	Anthraquinones	Hydroxyanthraquinones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0001584_C-1027	Polyketide:	NRPS,other,T1PKS	C=c7oc6cc(OC)cc(C(=O)O[C@H]1COC(=O)C[C@H](N)c5cc(O)c(O[C@@H]3C#C/C=C1\C#C/C2=C/C=C\[C@@]23OC4OC(C)(C)C(N(C)C)C(O)C4O)c(Cl)c5)c6[nH]c7=O	DGGZCXUXASNDAC-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Enediynes	Macrolides	Polyketides	1
BGC0001585_melinacidin IV	Alkaloid:	NRPS	[H][C@]12NC3=C(C=CC=C3)C1([C@H](O)C13SS[C@@](CO)(N(C)C1=O)C(=O)N23)[C@]12[C@H](O)C34SS[C@@](CO)(N(C)C3=O)C(=O)N4[C@@]1([H])NC1=C2C=CC=C1	VGJIEAUSEFTEPX-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Pyrroloindoles	Pyrroloindoles	Indole diketopiperazine alkaloids (L-Trp, L-Ala); Thiodiketopiperazine alkaloids	Peptide alkaloids	Alkaloids; Amino acids and Peptides	0
BGC0001587_ethylenediaminesuccinic acid hydroxyarginine (EDHA)	Other:		N=C(N)NCC(O)CC(C(O)=O)NCCNC(CC(O)=O)C(O)=O	UULSZYUKAFTXQP-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Aspartic acid and derivatives	Aminoacids	Small peptides	Amino acids and Peptides	0
